CreatedAt,Text,SentimentPct,Location,ImageUrl
02/29/2020 14:51:32,Help Get out the Vote for Joe in California! There are lots of opportunities to volunteer over those next 4 days. #BidenForPresident #Biden2020 #BidenBounceback #BidenbeatsTrump #CaliforniaPrimary  https://t.co/uEMyEx8Yix,0.49241439,"Los Angeles, CA",
02/29/2020 07:37:05,@Acosta CALI Let’s Win This #CaliforniaLove #CaliforniaPrimary #SuperTuesday #BayArea #TeamJoe #Biden2020 https://t.co/AeR6LbJRk1,0.9968316,"Antioch, CA",https://pbs.twimg.com/media/ER7U45YUYAIZR0W.jpg
02/29/2020 05:10:23,#VoteBiden #Biden2020 #BidenbeatsTrump #CaliforniaPrimary https://t.co/ZBMeRGiA6f,0.9476715,"California, USA",
02/29/2020 01:15:43,"@timkaine @JoeBiden I'm in #California and I'm voting for @JoeBiden in the #CaliforniaPrimary on #SuperTuesday.
#Biden2020
#TeamJoe
#PresidentBiden",0.9243542,"𝘊𝘢𝘭𝘪𝘧𝘰𝘳𝘯𝘪𝘢, 𝘜𝘚𝘈",
02/28/2020 21:29:29,#Biden wins support of major Hollywood fundraiser https://t.co/skdD2gdUrT via @politico #BernieWon #Bernie2020 #Sanders2020 #CaliforniaPrimary #JoeBiden,0.7282147,"Arlington, TX",
02/28/2020 17:46:27,"@PelosiSquadXVII @notcapnamerica @BernieSanders 🤥Bernie didn’t tell us he had a heart attack

🤥Bernie didn’t tell us Russia was helping him

🤥Bernie didn’t tell us he paid a settlement for discrimination 

But he promises free stuff he can’t logically deliver 

#CaliforniaPrimary #CaliforniaLove 
#BidenHarris2020 #Biden2020 https://t.co/wNdi7Uq9JI",0.60585386,OZ,https://pbs.twimg.com/media/ER4WxcdXkAESzEe.jpg
02/28/2020 15:31:56,Bernie Sanders is destroying the Democratic party as he said he would do. 5 yrs in the making and he's on track unless we beat him at the ballot box. #Democrats2020 #RidinWithBiden #TeamJoe #CaliforniaPrimary #TEXAS #California #FridayFeeling https://t.co/BVce1ogiok,0.7782205,United States,https://pbs.twimg.com/media/ER33-9NXYAIPzxx.jpg
02/28/2020 15:05:01,"Joe is only polling at 8% and in 4th place in California, WE NEED HELP TO BOOST THOSE NUMBERS ASAP!!! HELP JOE PLEASE!!! #CaliforniaPrimary #WeKnowJoe #Biden2020 #Biden #BidenHarris2020 #BidenBounceback #BidenForAmerica2020 #BidenHarris #BidenForPresident",0.7809663,Brooklyn NY,
02/28/2020 14:51:41,🤣#Alabama #Arkansas #California #CaliforniaPrimary #Colorado #Maine #Massachusetts #Minnesota #NorthCarolina #Oklahoma #Tennessee #TexasPrimary #Utah #Vermont #Virginia #Nevada #SouthCarolinaPrimary #TomSteyer #TeamTom  #Elections2020 #SuperTuesday #BernieSanders2020 #JoeBiden https://t.co/NehBf0pB9p,0.69289553,"♀️  from New England, USA 🇺🇸",
02/28/2020 14:50:36,"Laboratoire unions against TTrump 
#JoeBiden 
#BernieSanders2020
#Warren2020  #PeteButtigieg 
#SouthCarolinaForBernie
#SouthCarolinaPrimary
#SouthCarolina 
#SCDemDebate #SCDebate
#DemocraticPrimary 
#SuperTuesday #CaliforniaPrimary 
#TrumpVirus
#Trump2020
https://t.co/wIiQHPwJJ9",0.6770106,"Ile-de-France, France",
02/28/2020 07:40:05,#TrumpPence2020 #Bloomberg2020 #Pete2020 #JoeBiden #BernieSanders #BernieBeatsTrump #SouthCarolinaPrimary #California #CaliforniaPrimary https://t.co/MHpZ0AzNqM,0.8812211,United States,
02/28/2020 07:02:17,"This is the New #Biden2020 ad &amp; will be run in Super Tuesday states!

It’s a great testimony from our last President, Barack Obama about our next President, Joe Biden💙

Thank you @BarackObama !

#CA #CaliforniaPrimary #Florida #FL #TX #TexasPrimary 
https://t.co/PGqqFGd0Y0",0.99838394,OZ,https://pbs.twimg.com/ext_tw_video_thumb/1232735117946302465/pu/img/ea5cyvHRnt5tCnc0.jpg
02/28/2020 06:58:34,"I #trust @JoeBiden, why do I trust him? Because he has always been #honest.: #CharacterMatters #Biden2020 #SouthCarolinaPrimary #SuperTuesday #CaliforniaPrimary #Biden2020 #TeamJoe https://t.co/qmPr5LaStY",0.4428093,Iowa,
02/28/2020 06:53:27,@JoeBiden does what he says. He will fight to #EndGunViolence #BanAssaultWeapons #GunSense : #Biden220 #SouthCarolinaPrimary #CaliforniaPrimary #TexasPrimary #TeamJoe #Biden2020 https://t.co/aptPrtqbl5,0.94382507,Iowa,
02/28/2020 06:50:25,"Let's give people a choice, #ProtectOurCare, #ACA. : #HealthCare #SouthCarolinaPrimary #TexasPrimary #CaliforniaPrimary #Biden2020 #TeamJoe https://t.co/ue2LbDjAop",0.7024482,Iowa,
02/28/2020 01:57:18,"#SouthCarolina #SouthCarolinaPrimary 
#NorthCarolina #NorthCarolinaPrimary
#TEXAS #TexasPrimary
#California #CaliforniaPrimary 

#MassIncarceration #BidenCrimeBill #JoeBiden 
#MichelleAlexander @chrislhayes @allinwithchris 

#NotMeUs #Bernie2020 https://t.co/EsdCySELpW",0.8141013,,
02/27/2020 23:12:20,"#FollowTheMONEY—ALWAYS. Rationalize for #JoeBiden however—#Biden fought to take power away from Americans while #BernieSanders fought for their power.
#SouthCarolina #SouthCarolinaPrimary 
#NorthCarolina #NorthCarolinaPrimary
#TEXAS  #TexasPrimary
#California #CaliforniaPrimary https://t.co/Suj4MwLCMp",0.7356042,,
02/27/2020 22:19:08,.@DrBiden spent time in her natural habitat today — on a college campus — and touring @fresnocity! Beautiful day to be outside talking about @JoeBiden’s education plan! #CaliforniaPrimary #CAprimary #teamjoe https://t.co/7YWJkl4roG,0.8266787,,https://pbs.twimg.com/media/ER0LmIZVUAEmQFH.jpg
02/27/2020 19:09:00,"@joncoopertweets @JoeBiden @KamalaHarris No can do. I would, of course, #vote for this ticket.... But #JoeBiden at the head is not the ideal I see beating #Trump. I voted for #ElizabethWarren in the #CaliforniaPrimary. I originally supported my state senator @SenKamalaHarris. Not it's @ewarren!",5.255726E-05,"Dixon, CA",
02/27/2020 18:01:16,Asked and answered. Now available in time for TUESDAY’S #SuperTuesday  #CaliforniaPrimary with #CaliforniaLove #TeamJoe #Biden2020 #BidenbeatsTrump #WeKnowJoe #BernieIsACommunist #RussianInterference #TrumpRussia #WomenCount #MeToo https://t.co/JMYmj0ER2p https://t.co/x2WLZTPaRi,0.99709296,"Antioch, CA",https://pbs.twimg.com/media/ERzQk0rVAAYoOEj.jpg
02/27/2020 15:47:03,"@johnmay_ Always a pleasure. Remember you can copy and share online or print printshop-ready PFDS at https://t.co/JMYmj0ER2p

#SoCal to #NorCal Were proud to be from the Golden State #CaliforniaPrimary - Now let’s get out the Vote and rally for Joe #Biden2020 #SuperTuesday  🥁 🥁 https://t.co/95dHYXeAFn",0.77125835,"Antioch, CA",https://pbs.twimg.com/media/ERyx2b0UYAUmrxv.jpg
02/27/2020 06:05:41,"Be heard Tuesday Cali 🙏
#WeKnowJoe and everyday Joes, Janes and @_Jacquelyn2020 from #NYC to #Oakland #SF and back down to #LA #Hollywood all know there’s only one that can Beat Trump #Pasadena where you at? #Biden2020 
#CaliforniaPrimary #Cali #NorCal #SoCal #SuperTuesday https://t.co/hxHO2YIVkC",0.80482686,"Antioch, CA",https://pbs.twimg.com/media/ERwsyqpUwAARft8.jpg
02/27/2020 04:09:56,Let’s #GOTV LA! Tuesday is a good day 🤟✊ #CaliforniaLove #CaliforniaPrimary #LosAngeles #CityOfAngels #TeamJoe #BidenFlightCrew #Biden2020 https://t.co/K6gGHE0SGN https://t.co/Gg2R2wW7LP,0.96607447,"Antioch, CA",https://pbs.twimg.com/media/ERwSSxZU8AIo71q.jpg
02/27/2020 01:52:46,"@MsVivicaFox @JoeBiden #LA #LosAngeles #CityOfAngels #CaPrimarySuperTuesday #WestSide #CaliforniaPrimary #TeamJoe #Biden2020 #RidinWithBiden #BidenFlightCrew 

SUPER Tuesday was a GOOD DAY 🇺🇸 🥁 https://t.co/yLnl8wDD2H",0.84023464,"Antioch, CA",https://pbs.twimg.com/media/ERvy5xNU8AEP4Nw.jpg
02/26/2020 22:42:31,Loving the #Biden Los Angeles campaign office art! #Biden2020 #TeamJoe #BidenBounceback #CaliforniaPrimary https://t.co/pLPszeUaCU,0.55714715,"Los Angeles, CA",https://pbs.twimg.com/media/ERvHWtMUcAIfGbG.jpg
02/26/2020 21:06:49,#Alabama #Arkansas #California #CaliforniaPrimary #Colorado #Maine #Massachusetts #Minnesota #NorthCarolina #Oklahoma #Tennessee #TexasPrimary #Utah #Vermont #Virginia  #SouthCarolinaPrimary #TomSteyer #TeamTom #DemDebates #DemDebate2020 #BernieSanders #JoeBiden #SuperTuesday https://t.co/SmNSouZwit,0.45606112,"♀️  from New England, USA 🇺🇸",
02/26/2020 21:04:31,#Alabama #Arkansas #CaliforniaPrimary #Colorado #Maine #Massachusetts #Minnesota #NorthCarolina #Oklahoma #Tennessee #TexasPrimary #Utah #Vermont #Virginia  #SouthCarolinaPrimary #TomSteyer #SuperTuesday #CoronavirusOutbreak #pandemic #BernieSanders #JoeBiden #BuildTheWall https://t.co/jFZhQCzYN8,0.902512,"♀️  from New England, USA 🇺🇸",
02/26/2020 19:35:17,"Flu shot✔️
B12 shot ✔️
Ready to campaign all weekend in LA for #JoeBiden #Biden2020 #BidenBounceback #CaliforniaPrimary https://t.co/DvXPhHYOM9",0.46407604,"Los Angeles, CA",https://pbs.twimg.com/tweet_video_thumb/ERucgKzU8AAwB16.jpg
02/26/2020 19:32:59,@TheDemocrats #DemocraticDebate #BidenBounceback #Biden2020 #JoeBiden #JoeBiden2020 #BidenBounceback #BidenBeatsTrump #SouthCarolinaPrimary #BidenWon #CaliforniaPrimary #TexasPrimary #JimClyburn #Michigan #Ohio #Pennsylvania #Wisconsin #NorthCarolina  #VoteBlueToSaveAmerica #Vote https://t.co/yslKPp73Xw,0.8357382,Las Vegas,
02/26/2020 19:32:36,"man this old guy. nothing is ever his fault and it's 'rigged' if he doesn't get his way.
#SouthCarolinaPrimary #TexasPrimary #TEXAS #CaliforniaPrimary #California #BernieSanders #JoeBiden https://t.co/WZMJ2OPChH",0.3129691,,
02/26/2020 19:32:27,"@MTVNEWS man this old guy. nothing is ever his fault and it's 'rigged' if he doesn't get his way.
#SouthCarolinaPrimary #TexasPrimary #TEXAS #CaliforniaPrimary #California #BernieSanders #JoeBiden",0.4749189,,
02/26/2020 16:23:18,How could you vote for someone that voted against the Brady Bill 5 times! #NeverBernie #Biden2020 #TeamJoe #BidenBounce #CaliforniaPrimary,0.3349434,"Los Angeles, CA",
02/26/2020 04:29:30,Want to join me for this Joe Biden for President event? #Biden2020 #TeamJoe #CaliforniaPrimary #CaliforniaForBiden  https://t.co/KNJWNoM6hP,0.71685857,"Los Angeles, CA",
02/26/2020 03:06:24,"#DemDebate 
I think #PeteButtigieg, #ElizabethWarren and #JoeBiden all had a good night.
The #CaliforniaPrimary is a week from today.
I'm going to vote for either Pete or Elizabeth.
Not sure whom I'll choose.
#DemocraticDebate",0.11858486,"Los Angeles, California",
02/26/2020 03:04:13,"Good, because I already voted for him. LOL! #Biden2020 #CaliforniaPrimary #VotingAlwaysMatters https://t.co/Jj7Qsw2RYV",0.1266298,Northern California,
02/25/2020 23:14:22,Fired up ready to CAMPAIGN the hell out of this beezy #CaliforniaPrimary #SuperTuesday #BayArea #EastBay #Oakland #Sacramento #TeamJoe #Biden2020 #BlackLivesMatter https://t.co/iPX8a8RsZ3,0.41611624,"Antioch, CA",https://pbs.twimg.com/tweet_video_thumb/ERqFBnMUUAAxFCm.jpg
02/24/2020 16:56:56,"Just reminding you...

🚨👉 @TomSteyer  👈🚨

#Alabama #Arkansas #CaliforniaPrimary #Colorado #Maine #Massachusetts #Minnesota #NorthCarolina #Oklahoma #Tennessee #TexasPrimary #Utah #Vermont #Virginia  #SouthCarolinaPrimary #TomSteyer #BernieSanders #Biden2020   #SuperTuesday",0.34221488,"♀️  from New England, USA 🇺🇸",
02/24/2020 16:49:30,#Alabama #Arkansas #CaliforniaPrimary #Colorado #Maine #Massachusetts #Minnesota #NorthCarolina #Oklahoma #Tennessee #TexasPrimary #Utah #Vermont #Virginia  #SouthCarolinaPrimary #TomSteyer #Biden2020  #Equality #SuperTuesday #BernieSanders #Bernie2020  #LGBTQof2020 #LGBT 🏳️‍🌈 https://t.co/ymlHZFeRso,0.6500631,"♀️  from New England, USA 🇺🇸",
02/24/2020 16:39:15,#Alabama #Arkansas #CaliforniaPrimary #Colorado #Maine #Massachusetts #Minnesota #NorthCarolina #Oklahoma #Tennessee #TexasPrimary #Utah #Vermont #Virginia  #SouthCarolinaPrimary #TomSteyer #BernieBeatsTrump #Biden2020  #Elections2020 #SuperTuesday #BernieIsMyPresident https://t.co/sWJo21A3Oy,0.8388353,"♀️  from New England, USA 🇺🇸",
02/24/2020 14:46:29,"No one should pay more than 30 percent of their income for housing.” #Biden2020 #JoeBiden #TeamJoe #CaliforniaPrimary 

Read more here: https://t.co/d1EhL5p1Gg https://t.co/1yROzRS9vb",0.20995659,"Los Angeles, CA",
02/24/2020 14:41:17,@JoeBiden @CAforBiden make sure staff/ volunteers are trained and up to date on these changes. #Biden2020 #TeamJoe #CaliforniaPrimary https://t.co/zUikCIkU9w,0.9332388,"Los Angeles, CA",
02/24/2020 02:04:32,"@rosevera @KlassCarol @JoeBiden #TeamJoe #Biden2020 #Latinx #CaPrimary #CaliforniaPrimary #CaliforniaForJoe #WestCoast #LosAngeles #Oakland #Sacramento #TheTown #DemPrimary #BlackLivesMatter #immigrants 
https://t.co/GR9GHhxp9s https://t.co/ug2A0cYYwZ",0.041835405,"Antioch, CA",https://pbs.twimg.com/media/ERgY02nU8AIPd7c.jpg
02/23/2020 22:34:11,"#CaliforniaPrimary #California 
#JoeBiden #JoeBiden2020 
#VoteBlue2020 https://t.co/VcDdbxFkn9",0.7127161,"Rancho Mirage, Ca",
02/23/2020 14:26:35,#Alabama #Arkansas #CaliforniaPrimary #Colorado #Maine #Massachusetts #Minnesota #NorthCarolina #Oklahoma #Tennessee #TexasPrimary #Utah #Vermont #Virginia  #SouthCarolinaPrimary #TomSteyer #BernieBeatsTrump #Biden2020  #Elections2020 #SuperTuesday #BernieIsMyPresident https://t.co/dUBh02vq9F,0.8388353,"♀️  from New England, USA 🇺🇸",https://pbs.twimg.com/media/ERd5E51WsAACf4B.jpg
02/23/2020 10:12:27,I just voted in the #CaliforniaPrimary I voted for @JoeBiden  because he is the least offensive of these losers and he can beat Trump with moderate support and Republicans who won't vote Trump. Not excited but there it is. #Ivoted #Biden2020 #CA51,0.0055114455,"Rome, Italy",
02/23/2020 03:03:41,"Get your shoes on, pick up the phone...tweet, tweet, tweet @JoeBiden @TeamJoe #CaliforniaPrimary #Biden2020 
BIDEN FOR PRESIDENT https://t.co/i418oCywz4",0.77509177,"Pennsylvania, USA",
02/22/2020 16:18:13,"TODAY #California, Today is the day the brand new voting centers open for business and you can VOTE NOW in #CaliforniaPrimary for 11 DAYS! I get to walk 30 ft across the street to cast my vote in #Hollywood for @JoeBiden! TODAY #teamjoe we got this kids. https://t.co/VJGUXZcRmS",0.104802646,"Hollywood, CA",https://pbs.twimg.com/media/ERZJCgMU8AEHFVq.jpg
02/21/2020 17:02:22,Voting starts tomorrow #CaliforniaPrimary #TeamJoe @JoeBiden https://t.co/9GO0XUS1ip,0.16451553,"Hollywood, CA",https://pbs.twimg.com/media/ERUJiwAU4AAN3ub.jpg
02/21/2020 16:54:06,Let's do this #LOSANGELES #CaliforniaPrimary Voting Centers open tomorrow! #teamJoe all the way! Our new #voteCenters in LA should be your state's flagship #America. Thank you @mayorofLA for endorsing @JoeBiden! https://t.co/eJ8YWJDZbw,0.0076943585,"Hollywood, CA",https://pbs.twimg.com/media/ERUHqQxVUAA13mf.jpg
